Latitude,Longitude,Parity,Source,Tmax,Tmin,Tavg,Wind,Prec,Vapr,Srad,Elev
44.3842,3.8778,V,merged_table,9.166666726,2.391666599,5.775000066,6.424999992,128.6666667,0.702500003,13921.5,1443
44.3842,3.8628,V,merged_table,9.025000056,2.158333267,5.575000009,6.508333365,130.9166667,0.701666661,13923.83333,1464
46.547,7.75,V,merged_table,9.041666632,0.799999932,4.916666567,2.833333333,87.41666667,0.694999995,12987.16667,1393
51.41,4.41,V,merged_table,13.9916666,6.350000016,10.16666663,4.316666663,66.91666667,1.041666672,9912.916667,20
51.778,5.813,V,merged_table,13.84166654,5.775000008,9.808333317,3.933333377,62.58333333,1.014166663,9784,13
51.521,6.163,V,merged_table,13.9333334,6.06666654,9.974999964,3.74999996,61.08333333,1.007499998,9814.75,23
50.4481,6.6388,V,merged_table,11.16666661,3.833333236,7.491666768,4.033333341,85.83333333,0.87666666,10179.83333,543
54.0828,9.8084,V,merged_table,12.20833341,4.766666631,8.483333389,3.724999984,70.58333333,0.941666663,9542.666667,12
50.5646,10.9606,V,merged_table,10.0249999,2.933333352,6.475000059,3.941666643,81.58333333,0.826666658,10147,620
51.3968,12.2214,V,merged_table,13.4000001,5.341666748,9.374999953,3.483333309,41.08333333,0.93750002,10079.83333,110
51.2266,13.8346,V,merged_table,12.59166688,5.23333325,8.908333275,3.783333341,55.83333333,0.910833334,10340.75,229
47.6435,11.7967,V,merged_table,9.191666792,2.016666661,5.608333379,3.25,112.75,0.656666676,11634.83333,1467
58.3325,13.1212,V,merged_table,10.50833327,2.608333296,6.549999987,3.649999996,49.16666667,0.81833334,9587.666667,75
49.3708,13.8893,V,merged_table,12.01666673,3.174999972,7.608333344,2.966666659,64.16666667,0.86416666,10597.58333,514
49.0624,19.7143,V,merged_table,11.34999995,0.875000002,6.108333329,2.891666691,66.5,0.799166669,10916.08333,679
42.5904,21.7575,V,merged_table,14.04166671,3.56666672,8.808333358,2.73333329,53.83333333,0.861666664,13702.41667,781
45.9714,9.5553,O,merged_table,12.73333323,3.475000029,8.09999999,1.833333343,90.41666667,0.804999987,12830.41667,970
46.6157,13.1255,O,merged_table,8.033333307,-0.241666635,3.891666555,2.441666663,114.8333333,0.680833322,12045.91667,1555
46.6724,13.1556,O,merged_table,9.000000011,0.125000079,4.574999948,2.199999988,115.4166667,0.675,11669.58333,1436
46.6234,13.1859,O,merged_table,12.29999985,2.299999903,7.283333311,1.391666661,113.6666667,0.843333334,11688.08333,869
46.3755,13.9858,O,merged_table,8.833333271,0.158333331,4.50000004,2.216666649,157.1666667,0.718333336,11637.25,1251
46.3358,13.9878,O,merged_table,9.483333399,0.391666631,4.941666668,2.149999976,159.6666667,0.736666674,11645.66667,1208
46.01,14.516,O,merged_table,14.38333325,4.725000009,9.558333214,1.300000012,115.5,0.993333322,11721.58333,287
46.5932,13.148,V,merged_table,7.825000058,-0.299999952,3.749999995,2.475000004,118.25,0.660000001,11944.16667,1556
46.5804,13.1441,V,merged_table,8.208333374,-0.191666633,4.000000052,2.366666655,119.1666667,0.660000006,11816.41667,1508
46.5923,13.2069,V,merged_table,8.241666675,-0.075000048,4.09166672,2.333333313,118.1666667,0.680833332,11939.25,1483
47.7869,15.834,V,merged_table,11.00833334,2.050000002,6.550000081,3.008333365,84.33333333,0.749166655,11223.83333,860
47.627,15.8591,V,merged_table,8.54166658,0.449999919,4.491666754,4.041666667,102.1666667,0.642500003,11370.33333,1389
47.9539,16.7319,V,merged_table,14.45833323,5.4833333,9.958333241,3.333333333,49.41666667,0.959999986,11775,190
48.6717,23.5617,V,merged_table,10.06666658,1.683333382,5.86666669,2.074999998,99,0.786666662,11545,650
48.4442,23.6111,V,merged_table,10.0916668,1.708333338,5.900000036,2.008333325,103.5833333,0.779166659,11708,728
48.175,24.7826,V,merged_table,9.683333441,0.408333341,5.041666677,2.074999988,79.33333333,0.762499998,11977.75,836
47.5217,25.5667,V,merged_table,11.93333347,1.450000018,6.708333304,2.033333311,55,0.830000001,12404.83333,666
50.1919,28.7025,V,merged_table,11.40833325,2.908333341,7.158333287,2.87500004,50.83333333,0.849166674,11370.83333,206
63.3341,26.8041,V,merged_table,6.249999945,-1.475000103,2.383333325,2.799999992,52.08333333,0.663333332,8537.583333,132
60.2225,29.6822,V,merged_table,7.850000069,1.191666778,4.51666675,3.958333294,53.58333333,0.736666667,9382.333333,40
57.9913,33.3749,V,merged_table,7.791666492,-0.041666587,3.883333236,2.691666663,57,0.724999984,9451.25,206
50.8797,34.1927,V,merged_table,10.87499994,2.383333425,6.650000024,3.041666687,50.75,0.820833335,10910.91667,175
49.5296,36.0185,V,merged_table,11.65833347,3.199999988,7.433333452,3.475000004,44.75,0.82,11235.66667,180
55.4356,38.045,V,merged_table,8.791666781,0.924999987,4.858333459,3.133333345,52.25,0.751666668,9873.75,161
65.9538,42.7954,V,merged_table,3.325000077,-3.974999949,-0.333333294,3.700000028,39.41666667,0.55166667,8118.333333,26
54.835,45.337,V,merged_table,7.883333509,-0.183333283,3.824999869,3.48333329,44.16666667,0.706666672,10286.83333,174
52.742,45.228,V,merged_table,9.441666722,0.100000014,4.76666677,3.87500002,42.41666667,0.704166662,10780.75,223
54.159,51.282,V,merged_table,8.96666652,-0.733333285,4.12499998,3.62499996,42.5,0.700833334,10925.58333,143
60.4258,55.645,V,merged_table,4.991666605,-3.025000066,0.991666767,3.208333333,54.33333333,0.609166669,9606.75,121
61.8158,56.8425,V,merged_table,3.991666665,-5.583333368,-0.800000086,2.791666687,58.16666667,0.555000003,9374,142
58.383,56.4,V,merged_table,5.458333358,-2.475000034,1.49999996,2.941666643,52.41666667,0.631666657,10171.5,162
57.999,57.778,V,merged_table,5.183333471,-4.541666726,0.349999967,2.633333325,64.75,0.609166673,10249.33333,270
55.8842,56.8859,V,merged_table,7.291666595,-2.38333336,2.466666619,2.549999992,45.5,0.672500001,10829.75,190
51.2289,56.6692,V,merged_table,10.19999992,-1.516666596,4.325000008,3.066666683,33.25,0.626666655,12592.75,263
52.6517,58.0142,V,merged_table,7.591666838,-3.574999829,2.008333306,2.741666655,40.25,0.602499997,12147.25,483
64.8497,74.6467,V,merged_table,-1.358333459,-9.791666766,-5.574999921,3.658333302,39.83333333,0.458333333,8835.666667,50
60.4417,64.2583,V,merged_table,4.816666573,-5.408333441,-0.308333155,2.616666655,43.08333333,0.57333333,9767.166667,61
61.0278,70.1167,V,merged_table,3.208333462,-6.675000012,-1.733333449,2.583333333,45,0.543333328,9413.75,52
60.9334,74.7542,V,merged_table,2.349999905,-7.050000119,-2.35833322,3.025000016,47.91666667,0.5425,9515.083333,71
62.917,72.233,V,merged_table,0.875000135,-8.274999956,-3.691666583,2.933333317,44.33333333,0.499166669,9087.5,102
62.8333,81.4167,V,merged_table,0.06666669,-10.04999991,-5.008333504,2.466666659,48.16666667,0.449999996,9427.583333,188
60.9859,91.5822,V,merged_table,0.941666717,-10.52500017,-4.783333361,2.199999978,49.58333333,0.469166671,9838.333333,331
57.6814,84.1448,V,merged_table,4.283333381,-4.524999917,-0.116666642,2.916666687,40.75,0.584999997,10936.08333,65
56.367,84.083,V,merged_table,5.166666746,-3.950000147,0.616666794,3.300000012,39.83333333,0.613333323,11359.91667,71
56.4922,84.9036,V,merged_table,5.650000195,-4.066666861,0.783333182,3.233333329,43.75,0.608333323,11298.33333,73
56.5667,85,V,merged_table,5.591666718,-4.208333453,0.700000008,3.216666659,43.91666667,0.60416666,11285.66667,95
56.3925,85.0175,V,merged_table,5.700000187,-4.216666818,0.716666569,3.266666651,44.08333333,0.60416666,11360.91667,110
55.5128,88.0468,V,merged_table,5.599999994,-3.983333508,0.799999932,2.974999994,42.16666667,0.574166673,11569.33333,389
54.9256,88.3688,V,merged_table,4.533333361,-4.833333383,-0.150000072,2.700000008,49.08333333,0.554166663,11648.83333,590
54.3883,87.7215,V,merged_table,6.200000097,-3.941666603,1.150000066,2.516666661,49.5,0.615833332,11996.83333,293
54.3274,88.4106,V,merged_table,2.358333399,-6.791666731,-2.233333309,2.391666671,64.16666667,0.49666666,11509.16667,1084
54.1831,89.2147,V,merged_table,2.366666714,-7.050000091,-2.333333333,2.341666659,61.33333333,0.468333331,11681.58333,1247
52.8963,87.917,V,merged_table,5.433333407,-6.008333464,-0.291666753,1.525000006,67.25,0.548333327,12401.08333,882
51.5413,85.5841,V,merged_table,8.8416665,-4.300000091,2.283333401,1.658333321,49.25,0.597499998,13091.41667,570
52.0779,86.1521,V,merged_table,8.533333302,-4.333333393,2.099999984,1.674999982,59.5,0.636666664,12970.83333,406
51.8497,87.1703,V,merged_table,8.224999999,-3.016666631,2.591666798,1.358333329,67,0.597499999,12997,645
51.7731,87.6116,V,merged_table,9.599999925,-0.991666623,4.299999913,1.324999998,67.33333333,0.624166665,12929.41667,471
51.0154,88.6153,V,merged_table,-0.333333264,-12.3499998,-6.333333353,1.766666681,33.5,0.358333337,12652.58333,2433
48.7162,86.0005,V,merged_table,2.166666667,-7.258333409,-2.541666587,2.741666635,37.75,0.387500004,13826.33333,1787
53.3457,106.9327,V,merged_table,1.85833321,-8.825000107,-3.50000006,2.725000004,26.66666667,0.451666671,11481.08333,1030
60.3833,120.4667,V,merged_table,-0.566666633,-11.73333334,-6.141666432,1.683333337,25.16666667,0.452499997,10372.91667,162
49.65,127.57,V,merged_table,6.358333319,-6.241666774,0.041666547,2.791666647,45.91666667,0.643333343,12832.5,290
49.3375,130.3253,V,merged_table,6.283333222,-6.850000203,-0.266666641,1.758333325,48.83333333,0.660000005,12942.58333,152
46.6948,142.4896,V,merged_table,7.383333256,-0.683333268,3.341666783,4.933333298,68.41666667,0.769999998,11878.83333,3
43.2145,-4.3842,O,merged_table,16.35000014,7.316666702,11.82500017,2.941666683,71.33333333,1.086666663,12898.58333,528
48.747,12.8173,V,merged_table,12.98333362,3.741666739,8.358333416,2.116666665,72.41666667,0.928333335,10745.66667,322
46.2906,13.7214,O,merged_table,6.341666684,-1.341666662,2.491666721,3.566666603,158.25,0.613333327,11785.91667,1733
52.9618,69.8752,V,merged_table,7.541666528,-4.116666754,1.724999885,3.916666627,26.66666667,0.575833333,11539.5,360
47.6535,15.7594,V,merged_table,9.574999993,1.091666726,5.333333363,3.383333345,96.16666667,0.69583334,11307.33333,1152
46.7698,13.355,V,merged_table,13.82500006,3.216666698,8.533333331,1.158333346,118.75,0.900000006,11460,574
46.9973,12.4629,NA,merged_table,10.53333328,0.649999964,5.600000039,1.741666645,78.58333333,0.735000009,11723.66667,1179
46.2553,10.5731,V,Corn_data,6.241666774,-1.983333316,2.133333342,2.516666651,24.58333333,0.596666669,13115.58333,1864
46.1676,11.558,V,Corn_data,5.416666678,-0.599999984,2.408333279,2.649999996,59.75,0.553333332,12806.33333,2051
46.1067,11.6311,V,Corn_data,10.56666664,2.908333381,6.724999974,1.483333319,60.66666667,0.727499989,12438.33333,1283
46.4717,11.0819,V,Corn_data,8.916666582,1.041666657,4.966666748,1.949999958,36.16666667,0.653333326,12713,1594
46.4789,11.0753,V,Corn_data,8.258333277,0.641666661,4.458333381,2.083333313,35.16666667,0.627499988,12676.41667,1683
46.2058,11.7939,V,Corn_data,8.325000033,1.149999966,4.749999993,1.933333308,78,0.636666665,12361.58333,1672
46.2171,10.8851,V,Corn_data,3.199999986,-2.683333303,0.266666611,3.200000008,15,0.505000003,13124.41667,2234
46.3754,11.7608,V,Corn_data,6.51666675,-0.566666673,2.966666644,2.325000008,82.75,0.581666666,12522,1903
46.3404,11.4869,V,Corn_data,9.133333261,1.475000059,5.300000074,1.891666671,53.41666667,0.642500003,12600.83333,1621
46.3562,11.493,V,Corn_data,7.741666654,0.833333274,4.266666671,2.199999988,54.16666667,0.591666671,12735,1819
46.1382,11.3191,V,Corn_data,9.200000013,1.883333397,5.549999987,1.833333333,40.5,0.68749999,12851,1520
46.2833,11.7661,V,Corn_data,6.175000017,-0.24999999,2.958333358,2.383333306,86.75,0.574999993,12592.58333,1937
46.1777,11.4516,V,Corn_data,5.349999986,-0.533333282,2.391666658,2.708333353,45.66666667,0.545000007,12908.08333,2066
46.4165,10.6923,V,Corn_data,4.50833331,-2.941666691,0.774999996,2.741666655,26.75,0.537500001,12896.75,2042
45.9906,10.0417,V,Corn_data,9.333333393,-0.641666601,4.341666682,2.258333345,54.16666667,0.655833339,12789.83333,1512
46.005,9.9119,V,Corn_data,7.808333389,-1.966666644,2.924999992,2.50000002,60.91666667,0.606666672,12797.91667,1763
46.0225,10.0108,V,Corn_data,10.29166666,0.199999968,5.250000045,2.133333306,57.16666667,0.695833328,12861.58333,1384
46.0978,11.6106,V,Corn_data,11.06666662,3.275000011,7.150000115,1.433333337,60.75,0.749166667,12394.91667,1201
46.0375,9.6167,V,Corn_data,8.783333252,-0.783333336,4.008333233,2.350000024,82.58333333,0.636666653,13104.5,1626
46.0369,9.6244,V,Corn_data,8.783333252,-0.783333336,4.008333233,2.350000024,82.58333333,0.636666653,13104.5,1626
46.0119,9.5961,V,Corn_data,7.783333336,-1.475000046,3.158333297,2.550000032,84.08333333,0.596666661,12995.08333,1814
46.0342,9.6217,V,Corn_data,8.783333252,-0.783333336,4.008333233,2.350000024,82.58333333,0.636666653,13104.5,1626
46.0283,9.6272,V,Corn_data,9.150000016,-0.449999919,4.333333317,2.333333333,82.25,0.645833328,13082.66667,1590
46.0378,10.1589,V,Corn_data,8.491666723,-1.358333397,3.550000022,2.391666671,45.91666667,0.63583333,12730.16667,1642
46.3447,11.3986,V,Corn_data,9.566666762,1.933333325,5.775000016,1.774999996,45.75,0.699166658,12885.25,1520
46.0517,9.6969,V,Corn_data,6.249999993,-2.750000052,1.766666591,2.74999998,72.66666667,0.555833335,13364.58333,1997
46.4236,8.4028,V,Corn_data,5.925000014,-1.625000025,2.166666701,3.441666683,105.1666667,0.57166667,13462.66667,1874
46.9417,11.25,V,Corn_data,4.583333341,-2.149999959,1.216666738,3.083333313,74.75,0.546666664,12262.66667,2019
46.9472,11.3,V,Corn_data,3.441666782,-2.908333381,0.274999976,3.833333333,84.08333333,0.494166669,12319.5,2275
46.1202,11.6861,V,Corn_data,8.14999987,1.525000021,4.824999983,2,69.66666667,0.637499988,12515,1689
46.2714,11.7719,V,Corn_data,7.108333265,0.291666617,3.691666645,2.099999974,81.5,0.604166672,12399.5,1784
46.3394,11.7994,V,Corn_data,6.441666618,-0.325000038,3.058333298,2.408333321,88.33333333,0.562499998,12483.91667,1939
46.0387,10.4934,V,Corn_data,5.04166669,-2.516666739,1.2666667,2.958333333,24.33333333,0.539166667,13199.33333,2058
46.7692,11.7689,V,Corn_data,7.583333416,0.241666675,3.900000049,2.491666694,78.58333333,0.616666672,12587.5,1831
45.9631,12.0286,O,Corn_data,11.09166652,3.650000013,7.366666563,1.599999984,74.91666667,0.794999994,12546.08333,1221
45.8719,10.6553,O,Corn_data,13.60833333,4.775000056,9.191666712,1.62499998,55.5,0.877500008,12597.16667,782
46.2955,11.3671,O,Corn_data,10.1333334,2.475000026,6.299999992,1.691666653,44.33333333,0.723333329,12932.75,1446
45.9108,11.1925,O,Corn_data,10.85000012,3.083333239,6.966666708,1.733333339,42.08333333,0.764166671,12829.66667,1284
45.9975,11.3103,O,Corn_data,15.01666665,6.25000004,10.64166663,1.049999987,69.33333333,0.985833334,12481.33333,458
45.8722,11.3025,O,Corn_data,10.65833332,3.333333403,7.0083334,1.791666677,47.58333333,0.721666664,12454,1345
46.1249,11.1817,O,Corn_data,13.75833335,4.799999949,9.283333349,1.333333343,50,0.874999988,12807.83333,921
45.7275,8.1667,O,Corn_data,11.05000007,2.383333353,6.716666627,1.908333341,79.5,0.68,13408,1445
45.9336,8.2197,O,Corn_data,8.316666692,0.316666692,4.325000013,2.508333345,81.25,0.599166669,13529,1757
45.8892,8.2958,O,Corn_data,10.19166658,1.63333332,5.924999937,2.099999984,84.16666667,0.664999994,13278.66667,1513
45.7397,8.0706,O,Corn_data,9.550000131,1.325000008,5.450000068,2.133333306,75.33333333,0.639999991,13797.83333,1620
45.6658,8.0978,O,Corn_data,11.43333328,2.641666705,7.041666689,1.841666659,77.16666667,0.695,13571.41667,1410
45.8778,8.4867,O,Corn_data,13.34166686,4.774999944,9.066666593,1.599999984,93.91666667,0.844166674,13370.41667,898
45.7292,8.1608,O,Corn_data,10.10833341,1.741666655,5.924999898,2.091666659,80.5,0.645833331,13440.5,1621
45.7375,8.0656,O,Corn_data,9.37499996,1.208333373,5.299999893,2.158333311,75.83333333,0.636666658,13777.75,1646
45.8667,9.8492,O,Corn_data,12.90000017,3.12499997,8.016666561,1.866666675,75.75,0.80916666,12642.25,991
45.9904,9.9069,O,Corn_data,10.04166674,0.058333268,5.05,2.149999966,65.66666667,0.688333338,12701.66667,1404
46.0267,9.6286,O,Corn_data,9.150000016,-0.449999919,4.333333317,2.333333333,82.25,0.645833328,13082.66667,1590
46.0267,9.6286,O,Corn_data,9.150000016,-0.449999919,4.333333317,2.333333333,82.25,0.645833328,13082.66667,1590
45.9927,9.6107,O,Corn_data,11.47499988,1.883333315,6.675000027,2.016666651,85.91666667,0.743333332,12851.58333,1216
45.9983,9.5608,O,Corn_data,10.49166673,0.933333303,5.708333333,2.116666635,90.08333333,0.68916667,12784.41667,1346
45.8794,9.7603,O,Corn_data,10.9666667,1.166666662,6.075000058,2.141666641,71.08333333,0.719166669,13092.91667,1375
45.8636,9.7936,O,Corn_data,11.48333333,1.683333314,6.583333244,2.058333308,75.33333333,0.715833329,12633.41667,1269
45.9653,9.7917,O,Corn_data,8.516666753,-1.233333309,3.633333315,2.383333345,69.33333333,0.634166665,12898,1645
46.0028,9.785,O,Corn_data,7.700000001,-1.824999968,2.933333278,2.550000012,64.66666667,0.599999997,13407.75,1816
45.9067,9.7528,O,Corn_data,11.08333341,1.383333286,6.241666625,2.074999978,75.91666667,0.724999987,12786.08333,1294
46.8083,12.0753,O,Corn_data,10.04166672,1.241666675,5.650000125,1.733333319,70.25,0.706666651,12130.83333,1359
